price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,month,year,bedrooms_squared,bed_bath_rooms,log_sqft_living,sqft_rooms,condition_advanced
322500.0,4.0,2.75,2060.0,6659,1.0,0,0,3,7,1280,780,1981,1981,47.4276,-122.15700000000001,2020.0,8720.0,12,2014,16.0,11.0,7.630461261783627,305.18518518518516,11886
696000.0,3.0,2.5,2300.0,3060,1.5,0,0,3,8,1510,790,1930,2002,47.6827,-122.31,1590.0,3264.0,6,2014,9.0,7.5,7.7406644019172415,418.1818181818182,11796
550000.0,4.0,1.0,1660.0,34848,1.0,0,0,1,5,930,730,1933,1933,47.6621,-122.132,2160.0,11467.0,5,2014,16.0,4.0,7.414572881350589,332.0,3866
640000.0,4.0,2.0,2360.0,6000,2.0,0,0,4,8,2360,0,1904,1904,47.6702,-122.36200000000001,1730.0,4700.0,12,2014,16.0,8.0,7.7664168980196555,393.3333333333333,15232
240000.0,4.0,1.0,1220.0,8075,1.0,0,0,2,7,890,330,1969,1969,47.3341,-122.28200000000001,1290.0,7800.0,2,2015,16.0,4.0,7.106606137727303,244.0,7876
605000.0,4.0,2.5,2620.0,7553,2.0,0,0,3,8,2620,0,1996,1996,47.5301,-122.18,2620.0,11884.0,6,2014,16.0,10.0,7.8709295967551425,403.0769230769231,11976
625000.0,4.0,2.5,2570.0,5520,2.0,0,0,3,9,2570,0,2000,2000,47.6145,-122.027,2470.0,5669.0,7,2014,16.0,10.0,7.851661177889265,395.38461538461536,12000
775000.0,4.0,2.25,4220.0,24186,1.0,0,0,3,8,2600,1620,1984,1984,47.445,-122.34700000000001,2410.0,30617.0,8,2014,16.0,9.0,8.347590407030058,675.2,11904
861990.0,5.0,2.75,3595.0,5639,2.0,0,0,3,9,3595,0,2014,2014,47.6848,-122.016,3625.0,5639.0,7,2014,25.0,13.75,8.187299270155147,463.8709677419355,12084
685000.0,3.0,1.0,1570.0,2280,2.0,0,0,3,7,1570,0,1922,1922,47.6413,-122.36399999999999,1580.0,2640.0,10,2014,9.0,3.0,7.358830898342354,392.5,11532
309000.0,3.0,1.0,1280.0,9656,1.0,0,0,4,6,920,360,1959,1959,47.4485,-122.175,1340.0,8808.0,7,2014,9.0,3.0,7.154615356913663,320.0,15672
488000.0,3.0,2.5,3160.0,13603,2.0,0,0,3,8,3160,0,2003,2003,47.7443,-121.977,3050.0,9232.0,7,2014,9.0,7.5,8.058327306580958,574.5454545454545,12018
210490.0,3.0,1.0,990.0,8528,1.0,0,0,3,6,990,0,1966,1966,47.3066,-122.37100000000001,1228.0,8840.0,3,2015,9.0,3.0,6.897704943128636,247.5,11796
785000.0,4.0,2.5,2290.0,13416,2.0,0,0,4,9,2290,0,1981,1981,47.6194,-122.15100000000001,2680.0,13685.0,7,2014,16.0,10.0,7.736307096548285,352.3076923076923,15848
450000.0,3.0,1.75,1250.0,5963,1.0,0,0,4,7,1250,0,1953,1953,47.6796,-122.301,970.0,5100.0,4,2015,9.0,5.25,7.1308988302963465,263.1578947368421,15624
1350000.0,3.0,2.5,2753.0,65005,1.0,1,2,5,9,2165,588,1953,1953,47.4041,-122.45100000000001,2680.0,72513.0,3,2015,9.0,7.5,7.920446505142607,500.54545454545456,19530
228000.0,3.0,1.0,1190.0,9199,1.0,0,0,3,7,1190,0,1955,1955,47.4258,-122.322,1190.0,9364.0,9,2014,9.0,3.0,7.081708586105575,297.5,11730
345000.0,5.0,2.5,3150.0,9134,1.0,0,0,4,8,1640,1510,1966,1966,47.4934,-122.189,1990.0,9133.0,2,2015,25.0,12.5,8.055157731819678,420.0,15728
600000.0,3.0,1.75,1410.0,4080,1.0,0,0,4,7,1000,410,1950,1950,47.6808,-122.384,1410.0,4080.0,12,2014,9.0,5.25,7.251344983372214,296.8421052631579,15600
585000.0,2.0,1.75,1980.0,8550,1.0,0,0,3,7,990,990,1981,1981,47.6989,-122.369,1480.0,6738.0,2,2015,4.0,3.5,7.590852123688581,528.0,11886
920000.0,5.0,2.25,2730.0,6000,1.5,0,0,3,8,2130,600,1927,1927,47.6571,-122.281,2730.0,6000.0,3,2015,25.0,11.25,7.912056888179006,376.55172413793105,11562
885000.0,4.0,2.5,2830.0,5000,2.0,0,0,3,9,2830,0,1995,1995,47.6597,-122.29,1950.0,5000.0,5,2014,16.0,10.0,7.948031990637284,435.38461538461536,11970
292500.0,4.0,2.5,2250.0,4495,2.0,0,0,3,7,2250,0,2008,2008,47.3663,-122.11399999999999,2250.0,4500.0,8,2014,16.0,10.0,7.718685495198466,346.15384615384613,12048
301000.0,3.0,2.5,2420.0,4750,2.0,0,0,3,8,2420,0,2003,2003,47.3663,-122.12200000000001,2690.0,4750.0,4,2015,9.0,7.5,7.791522819150732,440.0,12018
951000.0,5.0,3.25,3250.0,14342,2.0,0,4,4,8,3250,0,1968,1968,47.588,-122.116,2960.0,11044.0,8,2014,25.0,16.25,8.086410275323782,393.93939393939394,15744
430000.0,4.0,3.0,1850.0,9976,2.0,0,0,3,8,1850,0,1991,1991,47.5059,-122.149,2270.0,8542.0,2,2015,16.0,12.0,7.52294091807237,264.2857142857143,11946
650000.0,3.0,2.25,2150.0,21235,1.0,0,3,4,8,1590,560,1959,1959,47.4336,-122.339,2570.0,18900.0,12,2014,9.0,6.75,7.673223121121708,409.5238095238095,15672
289000.0,3.0,1.75,1260.0,8400,1.0,0,0,3,7,1260,0,1954,1954,47.4366,-122.335,1290.0,8750.0,8,2014,9.0,5.25,7.138866999945524,265.2631578947368,11724
505000.0,3.0,1.75,2519.0,8690,2.0,0,0,5,8,2519,0,1973,1973,47.4428,-122.344,2500.0,9500.0,10,2014,9.0,5.25,7.831617276352611,530.3157894736842,19730
549000.0,3.0,1.75,1540.0,1044,3.0,0,0,3,8,1540,0,2014,2014,47.6765,-122.32,1580.0,3090.0,12,2014,9.0,5.25,7.3395376954076745,324.2105263157895,12084
425000.0,3.0,2.25,1660.0,6000,1.0,0,0,3,7,1110,550,1979,1979,47.6113,-122.29700000000001,1440.0,4080.0,6,2014,9.0,6.75,7.414572881350589,316.1904761904762,11874
317625.0,3.0,2.75,2770.0,3809,1.5,0,0,5,7,1770,1000,1925,1925,47.5747,-122.304,1440.0,4000.0,11,2014,9.0,8.25,7.926602599181384,481.7391304347826,19250
975000.0,4.0,2.5,2720.0,11049,2.0,0,0,3,10,2720,0,1989,1989,47.5815,-122.19200000000001,2750.0,11049.0,9,2014,16.0,10.0,7.908387159290043,418.46153846153845,11934
287000.0,4.0,2.5,2240.0,4648,2.0,0,0,3,7,2240,0,2005,2005,47.3378,-122.257,2221.0,4557.0,10,2014,16.0,10.0,7.7142311448490855,344.61538461538464,12030
204000.0,3.0,1.0,1000.0,12070,1.0,0,0,4,7,1000,0,1968,1968,47.3621,-122.11,1010.0,12635.0,8,2014,9.0,3.0,6.907755278982137,250.0,15744
1325000.0,5.0,2.25,3200.0,20158,1.0,0,0,3,8,1600,1600,1965,1965,47.6303,-122.215,3390.0,20158.0,6,2014,25.0,11.25,8.070906088787819,441.37931034482756,11790
1040000.0,5.0,3.25,4770.0,50094,1.0,0,0,4,11,3070,1700,1973,1973,47.6525,-122.16,3530.0,38917.0,9,2014,25.0,16.25,8.470101583882387,578.1818181818181,15784
325000.0,3.0,2.0,1260.0,5612,1.0,0,0,4,7,1260,0,1972,1972,47.7362,-122.179,1640.0,4745.0,1,2015,9.0,6.0,7.138866999945524,252.0,15776
571000.0,4.0,2.0,2750.0,7807,1.5,0,0,5,7,2250,500,1916,1916,47.7168,-122.287,1510.0,7807.0,6,2014,16.0,8.0,7.919356190660617,458.3333333333333,19160
360000.0,4.0,2.5,2380.0,5000,2.0,0,0,3,8,2380,0,2005,2005,47.3608,-122.036,2420.0,5000.0,7,2014,16.0,10.0,7.77485576666552,366.15384615384613,12030
349000.0,3.0,1.75,1790.0,50529,1.0,0,0,5,7,1090,700,1965,1965,47.3511,-122.073,1940.0,50529.0,3,2015,9.0,5.25,7.489970898834801,376.8421052631579,19650
832500.0,4.0,4.0,3430.0,35102,2.0,0,0,4,10,2390,1040,1986,1986,47.5822,-121.98700000000001,3240.0,35020.0,11,2014,16.0,16.0,8.140315540159985,428.75,15888
380000.0,4.0,1.75,1760.0,7300,1.0,0,0,3,7,880,880,1956,1956,47.6034,-122.125,1680.0,7500.0,10,2014,16.0,7.0,7.473069088032197,306.0869565217391,11736
480000.0,3.0,1.0,1040.0,5060,1.0,0,0,3,7,1040,0,1941,1941,47.5636,-122.39399999999999,890.0,5060.0,4,2015,9.0,3.0,6.946975992135418,260.0,11646
410000.0,3.0,1.0,1410.0,5060,1.0,0,0,4,7,910,500,1956,1956,47.7073,-122.34,1130.0,5693.0,6,2014,9.0,3.0,7.251344983372214,352.5,15648
720000.0,4.0,2.5,3450.0,39683,2.0,0,0,3,10,3450,0,2002,2002,47.342,-122.025,3350.0,39750.0,3,2015,16.0,10.0,8.146129510025405,530.7692307692307,12012
390000.0,3.0,2.5,2350.0,5100,2.0,0,0,3,8,2350,0,2003,2003,47.3512,-122.008,2350.0,5363.0,12,2014,9.0,7.5,7.762170607138205,427.27272727272725,12018
360000.0,4.0,2.5,1900.0,5889,2.0,0,0,3,7,1900,0,1992,1992,47.349,-122.031,1870.0,6405.0,12,2014,16.0,10.0,7.549609165154532,292.3076923076923,11952
355000.0,2.0,1.0,2020.0,6720,1.0,0,0,3,7,1010,1010,1948,1948,47.5474,-122.291,1720.0,6720.0,10,2014,4.0,2.0,7.61085279039525,673.3333333333334,11688
356000.0,3.0,1.5,1680.0,8712,1.0,0,0,3,8,1680,0,1964,1964,47.4811,-122.149,1850.0,8797.0,1,2015,9.0,4.5,7.426549072397305,373.3333333333333,11784
315000.0,3.0,1.0,960.0,6634,1.0,0,0,3,6,960,0,1952,1952,47.7264,-122.31,1570.0,7203.0,6,2014,9.0,3.0,6.866933284461882,240.0,11712
940000.0,3.0,1.5,2140.0,3600,2.0,0,0,3,9,1900,240,1925,1925,47.6337,-122.365,2020.0,4800.0,11,2014,9.0,4.5,7.668561108015897,475.55555555555554,11550
305000.0,5.0,2.25,2660.0,8400,1.5,0,0,5,7,2660,0,1961,1961,47.2909,-122.189,1590.0,8165.0,11,2014,25.0,11.25,7.886081401775745,366.8965517241379,19610
461000.0,3.0,3.25,2770.0,6278,2.0,0,0,3,9,1980,790,2006,2006,47.5228,-122.199,1900.0,7349.0,6,2014,9.0,9.75,7.926602599181384,443.2,12036
215000.0,2.0,2.25,1610.0,2040,2.0,0,0,4,7,1610,0,1979,1979,47.518,-122.194,1950.0,2025.0,5,2014,4.0,4.5,7.383989457978509,378.8235294117647,15832
335000.0,2.0,1.75,1030.0,1066,2.0,0,0,3,7,765,265,2006,2006,47.5394,-122.387,1030.0,1106.0,9,2014,4.0,3.5,6.937314081223682,274.6666666666667,12036
243500.0,4.0,2.5,1980.0,7403,2.0,0,0,3,7,1980,0,1988,1988,47.2897,-122.37200000000001,1980.0,7510.0,5,2014,16.0,10.0,7.590852123688581,304.61538461538464,11928
1099880.0,5.0,2.75,3520.0,6353,2.0,0,0,4,10,3520,0,2001,2001,47.6506,-122.391,2520.0,6250.0,3,2015,25.0,13.75,8.166216268592143,454.19354838709677,16008
153000.0,3.0,1.0,1200.0,10500,1.0,0,0,3,7,1200,0,1962,1962,47.321999999999996,-122.351,1350.0,10500.0,2,2015,9.0,3.0,7.090076835776092,300.0,11772
430000.0,3.0,1.5,1580.0,5000,1.0,0,0,3,8,1290,290,1939,1939,47.687,-122.38600000000001,1570.0,4500.0,7,2014,9.0,4.5,7.365180126021013,351.1111111111111,11634
700000.0,3.0,1.5,1580.0,5000,1.0,0,0,3,8,1290,290,1939,1939,47.687,-122.38600000000001,1570.0,4500.0,12,2014,9.0,4.5,7.365180126021013,351.1111111111111,11634
905000.0,4.0,2.5,3300.0,10250,1.0,0,0,3,7,2390,910,1946,1991,47.5873,-122.249,1950.0,6045.0,9,2014,16.0,10.0,8.101677747454572,507.6923076923077,11811
247500.0,3.0,1.75,1960.0,15681,1.0,0,0,3,7,1960,0,1967,1967,47.3576,-122.277,1750.0,15616.0,3,2015,9.0,5.25,7.580699752224563,412.63157894736844,11802
199000.0,4.0,1.5,1160.0,6400,1.0,0,0,4,7,1160,0,1975,1975,47.3036,-122.37799999999999,1160.0,6400.0,9,2014,16.0,6.0,7.05617528410041,210.9090909090909,15800
314000.0,3.0,1.75,1810.0,41800,1.0,0,0,5,7,1210,600,1980,1980,47.4109,-121.958,1650.0,135036.0,7,2014,9.0,5.25,7.501082124259871,381.05263157894734,19800
437500.0,3.0,2.5,2320.0,36847,2.0,0,2,3,9,2320,0,1992,1992,47.4838,-121.714,2550.0,35065.0,5,2014,9.0,7.5,7.749322464660356,421.8181818181818,11952
850830.0,3.0,2.5,2070.0,13241,1.5,0,0,5,9,1270,800,1910,1910,47.6415,-122.315,2200.0,4500.0,6,2014,9.0,7.5,7.635303886259415,376.3636363636364,19100
555000.0,3.0,2.0,1980.0,3478,1.5,0,0,4,7,1440,540,1929,1929,47.6775,-122.37200000000001,1610.0,3478.0,10,2014,9.0,6.0,7.590852123688581,396.0,15432
699950.0,3.0,2.25,2190.0,107593,2.0,0,0,4,8,2190,0,1983,1983,47.7731,-122.08,2570.0,47777.0,12,2014,9.0,6.75,7.691656822810547,417.14285714285717,15864
1088000.0,3.0,2.5,2920.0,8113,2.0,0,0,3,8,2920,0,1950,2010,47.5814,-122.196,2370.0,8113.0,10,2014,9.0,7.5,7.979338895262328,530.9090909090909,11880
290000.0,3.0,1.0,1210.0,33919,1.0,0,0,3,7,1210,0,1954,1954,47.4375,-122.184,1640.0,14910.0,9,2014,9.0,3.0,7.098375638590786,302.5,11724
375000.0,3.0,2.5,2340.0,10005,1.0,0,0,4,8,1460,880,1978,1978,47.4431,-122.133,2250.0,8162.0,4,2015,9.0,7.5,7.757906208351747,425.45454545454544,15824
460000.0,3.0,1.0,1670.0,4005,1.5,0,0,4,7,1170,500,1939,1939,47.6878,-122.38,1240.0,4005.0,5,2014,9.0,3.0,7.4205789054108005,417.5,15512
188500.0,2.0,1.75,1240.0,2493,1.0,0,0,4,8,1240,0,1985,1985,47.3813,-122.322,1270.0,4966.0,7,2014,4.0,3.5,7.122866658599083,330.6666666666667,15880
680000.0,4.0,2.5,3140.0,28037,2.0,0,0,4,10,3140,0,1991,1991,47.7304,-122.08200000000001,2990.0,35001.0,3,2015,16.0,10.0,8.0519780789023,483.0769230769231,15928
470000.0,5.0,1.75,2030.0,12342,2.0,0,0,4,7,2030,0,1942,1942,47.6417,-122.109,2500.0,9433.0,8,2014,25.0,8.75,7.615791072035833,300.74074074074076,15536
597750.0,4.0,2.5,2310.0,9624,2.0,0,0,3,8,2310,0,1984,1984,47.5386,-122.053,1940.0,9636.0,7,2014,16.0,10.0,7.745002803515839,355.38461538461536,11904
570000.0,3.0,1.75,1260.0,3328,1.0,0,0,5,6,700,560,1905,1905,47.6823,-122.34899999999999,1380.0,3536.0,3,2015,9.0,5.25,7.138866999945524,265.2631578947368,19050
272500.0,3.0,1.75,1540.0,12600,1.0,0,0,4,7,1160,380,1980,1980,47.3624,-122.031,1540.0,11656.0,9,2014,9.0,5.25,7.3395376954076745,324.2105263157895,15840
329950.0,3.0,1.75,2080.0,5969,1.0,0,2,3,7,1080,1000,1971,1971,47.5474,-122.295,2090.0,5500.0,11,2014,9.0,5.25,7.640123172695364,437.89473684210526,11826
480000.0,4.0,2.5,3230.0,16171,2.0,0,3,3,9,2520,710,2001,2001,47.3183,-122.25299999999999,2640.0,8517.0,10,2014,16.0,10.0,8.080237416216702,496.9230769230769,12006
740500.0,3.0,3.5,4380.0,6350,2.0,0,0,3,8,2780,1600,1900,1999,47.6981,-122.368,1830.0,6350.0,11,2014,9.0,10.5,8.384804003370492,673.8461538461538,11697
518500.0,3.0,3.5,1590.0,1102,3.0,0,0,3,8,1590,0,2010,2010,47.6824,-122.34700000000001,1620.0,3166.0,6,2014,9.0,10.5,7.371489295214277,244.6153846153846,12060
205425.0,2.0,1.0,880.0,6780,1.0,0,0,4,6,880,0,1945,1945,47.5009,-122.24799999999999,1190.0,6780.0,6,2014,4.0,2.0,6.779921907472252,293.3333333333333,15560
171800.0,4.0,2.0,1570.0,9600,1.0,0,0,3,6,1570,0,1950,1950,47.4965,-122.303,1880.0,9000.0,1,2015,16.0,8.0,7.358830898342354,261.6666666666667,11700
535000.0,4.0,1.0,1610.0,2982,1.5,0,0,4,7,1610,0,1925,1925,47.586999999999996,-122.294,1610.0,4040.0,5,2015,16.0,4.0,7.383989457978509,322.0,15400
660000.0,3.0,2.5,2400.0,6474,1.0,0,2,3,8,1560,840,1964,1964,47.7728,-122.38600000000001,2340.0,10856.0,1,2015,9.0,7.5,7.783224016336037,436.3636363636364,11784
391500.0,3.0,2.0,1450.0,9132,1.0,0,0,3,7,1450,0,1987,1987,47.7288,-122.226,1580.0,9104.0,11,2014,9.0,6.0,7.27931883541462,290.0,11922
395000.0,2.0,1.0,770.0,6000,1.0,0,0,3,6,770,0,1953,1953,47.6999,-122.36399999999999,1710.0,6000.0,4,2015,4.0,2.0,6.646390514847729,256.6666666666667,11718
445000.0,4.0,1.75,2100.0,4400,1.5,0,0,5,7,1720,380,1924,1924,47.5299,-122.266,1850.0,4400.0,11,2014,16.0,7.0,7.649692623711514,365.2173913043478,19240
770000.0,3.0,2.25,2910.0,10204,2.0,0,0,3,9,2910,0,1990,1990,47.6897,-122.098,2700.0,13992.0,6,2014,9.0,6.75,7.975908360165538,554.2857142857143,11940
1450000.0,4.0,2.75,2750.0,17789,1.5,0,0,3,8,1980,770,1914,1992,47.6141,-122.212,3060.0,11275.0,3,2015,16.0,11.0,7.919356190660617,407.4074074074074,11718
445000.0,3.0,2.25,2100.0,8201,1.0,0,2,3,8,1620,480,1967,1967,47.5091,-122.244,2660.0,8712.0,7,2014,9.0,6.75,7.649692623711514,400.0,11802
260000.0,4.0,2.25,2160.0,8811,1.0,0,0,3,8,1360,800,1978,1978,47.3129,-122.39,2090.0,8400.0,7,2014,16.0,9.0,7.67786350067821,345.6,11868
822500.0,5.0,3.5,2320.0,4960,2.0,0,0,5,7,1720,600,1926,1926,47.6763,-122.352,1700.0,4960.0,6,2014,25.0,17.5,7.749322464660356,272.94117647058823,19260
430000.0,4.0,2.5,2070.0,4310,2.0,0,0,3,7,2070,0,2004,2004,47.5319,-121.85,1970.0,3748.0,4,2015,16.0,10.0,7.635303886259415,318.46153846153845,12024
212000.0,3.0,1.75,1060.0,7875,1.0,0,0,4,7,1060,0,1986,1986,47.2761,-122.152,1420.0,7680.0,1,2015,9.0,5.25,6.966024187106113,223.1578947368421,15888
660500.0,4.0,2.25,2010.0,9603,1.0,0,0,3,8,1440,570,1986,1986,47.5343,-122.054,2060.0,9793.0,4,2015,16.0,9.0,7.605890001053122,321.6,11916
784000.0,3.0,3.5,3950.0,111078,1.5,0,0,3,9,2460,1490,1989,1989,47.696999999999996,-122.072,2480.0,88500.0,6,2014,9.0,10.5,8.281470857895167,607.6923076923077,11934
453246.0,3.0,2.5,2010.0,2287,2.0,0,0,3,8,1390,620,2014,2014,47.5517,-121.99799999999999,1690.0,1662.0,5,2014,9.0,7.5,7.605890001053122,365.45454545454544,12084
675000.0,4.0,3.5,2140.0,2278,3.0,0,0,3,9,2140,0,2005,2005,47.6734,-122.38,1540.0,2285.0,1,2015,16.0,14.0,7.668561108015897,285.3333333333333,12030
199000.0,3.0,1.75,1320.0,17390,1.0,0,0,4,7,1320,0,1956,1956,47.3257,-122.296,1550.0,19265.0,8,2014,9.0,5.25,7.1853870155804165,277.89473684210526,15648
220000.0,4.0,1.75,2020.0,7840,1.0,0,0,3,7,1010,1010,1968,1968,47.3309,-122.29899999999999,1750.0,8140.0,8,2014,16.0,7.0,7.61085279039525,351.30434782608694,11808
452000.0,4.0,2.25,2590.0,10002,1.0,0,0,4,8,1340,1250,1968,1968,47.7689,-122.266,1550.0,10436.0,5,2014,16.0,9.0,7.859413154693583,414.4,15744
382500.0,2.0,1.0,1190.0,4440,1.0,0,0,3,6,1190,0,1981,1981,47.7135,-122.287,1060.0,5715.0,7,2014,4.0,2.0,7.081708586105575,396.6666666666667,11886
519950.0,3.0,2.25,1170.0,1249,3.0,0,0,3,8,1170,0,2014,2014,47.6722,-122.381,1350.0,1310.0,5,2014,9.0,6.75,7.064759027791802,222.85714285714286,12084
665000.0,2.0,1.0,1110.0,3200,1.0,0,0,3,7,1110,0,1925,1925,47.6338,-122.35799999999999,1170.0,3600.0,6,2014,4.0,2.0,7.01211529430638,370.0,11550
527700.0,5.0,2.5,2820.0,9375,1.0,0,0,4,8,1550,1270,1968,1968,47.5707,-122.12799999999999,2820.0,9375.0,7,2014,25.0,12.5,7.944492163932159,376.0,15744
205000.0,3.0,1.0,1610.0,8579,1.0,0,0,4,7,1010,600,1962,1962,47.4563,-122.171,1610.0,8579.0,5,2015,9.0,3.0,7.383989457978509,402.5,15696
